code,name,very_good,good,very_poor
E82102,CHURCH STREET SURGERY,0.468487788,0.378875424,0.025602294
E82104,THE SOLLERSHOTT SURGERY,0.485214314,0.337560763,0.009646148
E82105,ABBOTSWOOD MEDICAL CENTRE,0.161432927,0.413655825,0.012778963
E82106,NEW ROAD SURGERY,0.741096562,0.221993395,0.006912393
E82107,LATTIMORE SURGERY,0.423554411,0.401755849,-98
E82109,CASTLEGATE SURGERY,0.487974403,0.361691397,0.021039092
E82111,THE SYMONDS GREEN HEALTH  CENTRE,0.394332128,0.354948629,0.013885425
E82113,COLNEY MEDICAL CENTRE,0.469670349,0.313562991,0.035227247
E82115,STOCKWELL LODGE MED.CTR.,0.269880662,0.278566121,0.010497784
E82117,THE GROVE MEDICAL CENTRE,0.44900737,0.306614517,0.012431906
E82121,WATTON PLACE CLINIC,0.418681551,0.300904404,0
E82123,WARDEN LODGE MEDICAL PRACTICE,0.460441713,0.355923644,0.01389962
E82124,ATTENBOROUGH SURGERY,0.563360262,0.294723476,0
E82126,ORCHARD SURGERY,0.45932939,0.315553072,0.036367738
E82129,KINGS LANGLEY SURGERY,0.714874909,0.251411647,0.00585256
E82130,THE MEDICAL CENTRE BUNTINGFORD,0.52325807,0.37124936,-98
E82131,THE NEW SURGERY,0.433443372,0.272071183,0.009790214
E82132,ROYSIA SURGERY,0.497170939,0.383153974,0.013437517
E82133,HIGH STREET SURGERY,0.334563345,0.290479627,0.022359898
E82603,CASSIO SURGERY - E82603,0.579091271,0.20976603,0.055487224
E82613,CASSIO SURGERY - E82613,0.39009116,0.277870419,0.06839561
E82620,HAILEYBURY COLLEGE,-97,-97,-97
E82624,CANTERBURY WAY SURGERY,0.487987595,0.348328811,0
E82626,WHITWELL SURGERY,0.645672252,0.248132511,0.007181142
E82627,THE MALTINGS SURGERY,0.551947324,0.274525339,0
E82630,CASSIO SURGERY - E82630,0.425567821,0.393321782,0.008593214
E82638,STANHOPE SURGERY,0.313579998,0.387980079,0
E82640,HIGHFIELD SURGERY,0.481008283,0.305099342,0.058613282
E82641,MANOR HOUSE SURGERY,0.409874692,0.290734807,0.023908271
E82643,ARCHWAY SURGERY,0.504254319,0.254630812,0.019682386
E82644,COLERIDGE HOUSE MEDICAL CENTRE,0.393176187,0.404648259,0.007725932
E82652,GOSSOMS END SURGERY,0.550046204,0.197978601,0.023792151
E82653,305 PRESTWICK ROAD SURGERY,0.568910563,0.251637469,0
E82654,PARSONAGE SURGERY,0.535301272,0.378790081,0
E82655,SOUTH OXHEY SURGERY,0.53131657,0.238227453,0.021214987
E82656,CASSIO SURGERY - E82656,0.438772858,0.301782499,0.045861027
E82657,LITTLE BUSHEY SURGERY,0.678464572,0.19867428,0
E82658,HOLYWELL SURGERY,0.507935877,0.290080819,0.015142043
E82661,THE GARDEN CITY SURGERY,0.405733584,0.29824867,0.012720439
E82663,THE SURGERY - DR. SEPAI,0.32708971,0.41809222,0.005169996
E83003,OAKLEIGH ROAD HEALTH CENTRE,0.554815982,0.323991814,0.032144464
E83005,DURDEN NP-THE SURGERY,0.564011645,0.26605436,0.031326489
E83006,GREENFIELD MEDICAL CENTRE,0.402534278,0.31902238,0.068403382
E83007,SQUIRES LANE MEDICAL PRACTICE,0.330054289,0.427044146,0.005657948
E83008,HEATHFIELDE MEDICAL CENTRE,0.476831721,0.337674512,0.008396336
E83009,PHGH DOCTORS,0.474294613,0.312270706,0.035412228
E83010,THE SPEEDWELL PRACTICE,0.268743788,0.362000848,0.016100996
E83011,THE EVERGLADE MEDICAL PRACTICE,0.413326786,0.254319715,0.029306597
E83012,THE OLD COURT HOUSE SURGERY,0.392655111,0.341561116,0.030329241
E83013,CORNWALL HOUSE SURGERY,0.429195425,0.380201524,0.0097578
E83016,MILLWAY MEDICAL PRACTICE,0.53688549,0.335470985,-98
E83017,LONGROVE SURGERY,0.412381229,0.369752938,0.008850774
E83018,WATLING MEDICAL CENTRE,0.489549501,0.338299287,0
E83020,ST. GEORGES MEDICAL CENTRE,0.614144062,0.315468273,0.023606198
E83021,TORRINGTON PARK GROUP PRACTICE,0.387741378,0.373815884,-98
E83024,ST ANDREWS MEDICAL PRACTICE.,0.529404686,0.304811369,0.015635308
E83025,PENNINE DRIVE PRACTICE,0.493796857,0.33516003,0
E83026,SUPREME MEDICAL CENTRE,0.475668636,0.296154138,0.005531587
E83027,188 THE PRACTICE,0.215220546,0.30126094,0.036726641
E83028,PARKVIEW SURGERY,0.397642117,0.312457472,0.034142153
E83030,PENSHURST GARDENS SURGERY,0.469473886,0.372218673,0
E83031,THE VILLAGE SURGERY,0.612173135,0.313228496,0.007529301
E83032,OAK LODGE MEDICAL CENTRE,0.276299725,0.442264113,0.045168795
E83034,ISAACSON R-THE SURGERY,0.466035653,0.30739103,0
E83035,WENTWORTH MEDICAL PRACTICE.,0.354085235,0.352106661,0.035680618
E83036,VALE DRIVE MEDICAL PRACTICE,0.477985577,0.203350271,0.011105957
E83037,DERWENT CRESCENT MEDICAL CENTRE,0.506928152,0.333773167,0.017769219
E83038,JAI MEDICAL CENTRE,0.27053586,0.25914147,0.024505049
E83039,RAVENSCROFT MEDICAL CENTRE,0.644587224,0.224134567,0.050115121
E83040,THE FINCHLEY PRACTICE,0.772097737,0.171561915,0.012060361
E83041,DR B. RASHID,0.195250577,0.214730057,0.076300057
E83042,DR MAKANJUOLA'S SURGERY,0.440064463,0.224092053,0.051436558
E83044,ADDINGTON MEDICAL CENTRE,0.465600193,0.368114715,-98
E83045,FRIERN BARNET MEDICAL CENTRE,0.478286759,0.282088486,0.028232364
E83046,MULBERRY MEDICAL PRACTICE,0.263178229,0.344865298,0
E83049,LANGSTONE WAY SURGERY,0.461965404,0.373157836,0.014860026
E83050,EAST FINCHLEY MEDICAL CENTRE,0.300182107,0.34331903,0.008588029
E83053,WYNDHAM MT-LANE END MEDICAL GROUP,0.452853641,0.303950001,0.029951674
E83600,ADLER JS-THE SURGERY,0.75360164,0.118880515,0.024015356
E83613,EBHC DR D MONKMAN,0.588983183,0.313839639,-98
E83621,OSIDGE MEDICAL PRACTICE,0.275844005,0.265031992,0.027174645
E83622,BUCKMAN L-THE SURGERY,0.654345171,0.260842884,0
E83624,STATION ROAD NEW BARNET SURGERY,0.775258553,0.112015777,-98
E83629,EBHC DR P WESTON,0.539675004,0.327801977,0
E83631,CHERRY TREE SURGERY,0.569669265,0.301179071,0.023246091
E83632,EBHC DR CJ PESKIN,0.545565722,0.311528151,0.023406286
E83633,WATFORD WAY CENTRE LIMITED,0.225033083,0.334815926,0.050933073
E83637,COLINDALE MEDICAL CENTRE LP,0.252743894,0.508231912,0.041933889
E83638,THE MOUNTFIELD SURGERY,0.757529821,0.185671589,0.019342314
E83639,ROSEMARY SURGERY,0.416399545,0.21837762,0.042261064
E83640,DR V. AZIZ,0.481587721,0.325489162,0.006343199
E83644,BALLARDS LANE SURGERY,0.35549322,0.251641998,0.036541865
E83645,OSIDGE MEDICAL CENTRE,0.512696868,0.32616989,0.006697399
E83649,THE HODFORD ROAD PRACTICE,0.555967423,0.256242419,0.009110999
E83650,GLOUCESTER ROAD SURGERY,0.469102954,0.349481984,0.025636979
E83651,HARRIS M-THE SURGERY,0.356299721,0.409875919,0.011144707
E83652,ROWBURY CA-THE SURGERY,0.620186618,0.231651889,0
E83653,THE PHOENIX PRACTICE,0.52251132,0.26231335,0.050353172
E83654,LEVER MEDICAL CENTRE,0.292757593,0.386859078,0.063814196
E83656,DR LF MILLER,0.38833237,0.318971664,0.036714234
E83657,THE HILLVIEW SURGERY,0.518189197,0.193163839,-98
E83658,MAKANJI HH-WOODCROFT MEDICAL CENTRE,0.320548493,0.276262806,0.025256864
E83659,MOODALEY D-WOODCROFT MEDICAL CENTRE,0.370001597,0.280155254,0.007607028
E83664,HAMPDEN SQUARE  MEDICAL CENTRE,0.20732503,0.253942852,0.038019106
E83667,GROVEMEAD HEALTH CENTRE,0.417928857,0.312068362,0.042352226
E83668,DR N. SIRISENA,0.493004751,0.270137691,-98
E84002,FORTY WILLOWS SURGERY,0.496174137,0.295400574,0.03691064
E84003,PREMIER MEDICAL CENTRE,0.410216723,0.337029017,0.011293557
E84004,THE CIRCLE PRACTICE,0.464913948,0.343195976,0.028963759
E84005,KINGS ROAD SURGERY,0.346798613,0.330121622,0.036876129
E84006,THE LAW MEDICAL GROUP PRACTICE,0.386773579,0.362324983,0.033150212
E84007,UXENDON CRESCENT SURGERY,0.493958334,0.340437927,-98
E84008,SIMPSON HOUSE MEDICAL CENTRE,0.534385275,0.347649587,0.021127132
E84009,THE ENDERLEY MEDICAL CENTRE,0.62312767,0.250227545,-98
E84011,ST ANDREWS MEDICAL CENTRE,0.357638082,0.344064565,0
E84012,THE WINDMILL MEDICAL PRACTICE,0.57303595,0.353895765,0.02064303
E84013,CHURCH END MEDICAL CENTRE,0.289696396,0.372197244,0.01913442
E84014,BACON LANE SURGERY,0.316688825,0.343103458,0.035696023
E84015,WILLOW TREE FAMILY DOCTORS,0.461628213,0.420600675,0
E84017,SUDBURY & ALPERTON MEDICAL CENTRE,0.466258571,0.32498104,0.017796038
E84018,STREATFIELD HEALTH CENTRE,0.518914568,0.313194483,0.012557386
E84020,THE STAG - HOLLYROOD PRACTICE,0.328868949,0.215373789,0.01778048
E84021,THE WILLESDEN MEDICAL CENTRE,0.312453567,0.33691174,0
E84022,ROXBOURNE MEDICAL CENTRE,0.41846699,0.234172619,0.007002146
E84023,PARK HOUSE MEDICAL CENTRE,0.554927311,0.247788187,0.013137561
E84024,THE PINN MEDICAL CENTRE,0.398519572,0.404093039,0
E84025,THE LONSDALE MEDICAL CENTRE,0.483549612,0.330751763,0
E84026,BUCKINGHAM RD SURGERY,0.403160834,0.260233944,-98
E84028,THE STONEBRIDGE PRACTICE,0.422917106,0.287311955,0.013383886
E84029,HARNESS HARLESDEN PRACTICE,0.52516958,0.185072607,0.055716884
E84030,AKSYR MEDICAL PRACTICE,0.296687868,0.320857812,0.020702204
E84031,BRENTFIELD MEDICAL CENTRE,0.467390956,0.380987963,-98
E84032,ELLIS PRACTICE,0.543354234,0.349699589,0.029389519
E84033,CHALKHILL FAMILY PRACTICE,0.508406264,0.167425827,0.058309571
E84035,THE MEDICAL CENTRE,0.313564611,0.314893489,0.064945829
E84036,GLADSTONE MEDICAL CENTRE,0.340536171,0.312321916,0.038053508
E84039,HONEYPOT MEDICAL CENTRE,0.397107324,0.316900996,0.031488273
E84040,THE PINNER ROAD SURGERY,0.422785839,0.271569594,0.034256951
E84042,KILBURN PARK MEDICAL CENTRE,0.442098237,0.312702458,0.012675971
E84044,THE NORTHWICK SURGERY,0.362911392,0.318162933,0.023858123
E84048,THE FRYENT WAY SURGERY,0.43480537,0.35615555,-98
E84049,BRAMPTON HEALTH CENTRE,0.369624286,0.290723673,0.005778134
E84051,STANLEY CORNER MEDICAL CENTRE,0.487710751,0.258988121,-98
E84053,HATCH END MEDICAL CENTRE,0.300397129,0.346994342,0.020768377
E84056,THE CLARENCE MEDICAL CENTRE,0.361798903,0.241583132,0.047104554
E84057,THE STANMORE MEDICAL CENTRE,0.298255492,0.284726148,0.033678709
E84058,GP DIRECT,0.566615359,0.293871377,0.006753647
E84059,THE ALLENDALE ROAD SURGERY,0.492882892,0.297049059,0.036062619
E84061,ELLIOTT HALL MEDICAL CTR.,0.728685446,0.215064759,0
E84062,THE SHAFTESBURY MEDICAL CENTRE,0.3493567,0.310179806,0.011337812
E84063,LANCELOT MEDICAL CENTRE,0.168870048,0.307835645,0.077113497
E84064,CHARLTON ROAD MEDICAL CENTRE,0.132392282,0.271504249,0.021350568
E84066,HAZELDENE MEDICAL CENTRE,0.262940697,0.304522238,0.048642932
E84067,CHURCH LANE SURGERY,0.358599096,0.293192982,0.049428016
E84068,THE RIDGEWAY SURGERY,0.758995076,0.172152351,0
E84069,BELMONT HEALTH CENTRE,0.429689915,0.341980561,0.009691084
E84070,PINNER VIEW MEDICAL CENTRE,0.487928148,0.3462034,0
E84074,FREUCHEN MEDICAL CENTRE,0.482295126,0.279272572,0.010785576
E84075,HARNESS HARROW PRACTICE,0.352364234,0.219257988,0.027675567
E84076,OXGATE GARDENS SURGERY,0.554607472,0.275868138,0.013509662
E84077,THE SHELDON PRACTICE,0.313478283,0.318076725,0.048316406
E84078,STAG LANE MEDICAL CENTRE,0.236932875,0.299827634,0.027532242
E84079,THE ELMCROFT SURGERY,0.697553632,0.23575927,0
E84080,STAVERTON SURGERY,0.472816086,0.37140802,0.010950327
E84083,LANFRANC MEDICAL CENTRE,0.513964646,0.189077234,0.018818685
E84084,THE BEECHCROFT MEDICAL CENTRE,0.307444413,0.401737725,0
E84086,WALM LANE SURGERY,0.35943569,0.394372476,0.010972415
E84601,KENTON BRIDGE MEDICAL CENTRE DR GOLDEN,0.423104501,0.34928179,-98
E84617,THE CIVIC MEDICAL CENTRE,0.295146645,0.353471405,0.014693583
E84620,PRESTON ROAD SURGERY,0.401676205,0.336203761,0.029350711
E84624,PARK ROAD SURGERY,0.375133781,0.288388098,0.034929568
E84626,THE SUNFLOWER MEDICAL CENTRE,0.309460156,0.270291604,0.01445967
E84635,THE SURGERY,0.557019385,0.309523432,0
E84637,HILLTOP MEDICAL PRACTICE,0.539807491,0.276218082,0.011156066
E84638,ALPERTON MEDICAL CENTRE,0.330818894,0.299481785,0.033791349
E84645,ACTON LANE SURGERY,0.449589877,0.306613715,0.010154902
E84646,THE STREATFIELD MEDICAL CENTRE,0.622583464,0.257621812,0.052445357
E84647,KENTON CLINIC,0.399988311,0.306985665,0.026904128
E84649,THE SURGERY BRENT TPCT (WCHC),0.263173801,0.507590644,0.020582966
E84653,ZAIN MEDICAL CENTRE,0.366364521,0.27665068,0.023922846
E84656,ROUNDWOOD PARK MEDICAL CENTRE,0.511490125,0.254224614,0.012645404
E84657,THE STANMORE SURGERY,0.368930253,0.275084242,0.009224921
E84658,ASPRI MEDICAL CENTRE,0.423690379,0.246337702,0.063560187
E84661,PRIMARY CARE MEDICAL CENTRE,0.432795447,0.290239736,0
E84663,KENTON BRIDGE MEDICAL CENTRE DR LEVY,0.282306878,0.254230393,0.016459931
E84665,NEASDEN MEDICAL CENTRE,0.309269665,0.268992857,0.029183524
E84667,BLESSING MEDICAL CENTRE,0.393089263,0.253484467,0.032189102
E84668,KENTON MEDICAL CENTRE,0.314776102,0.309175209,0
E84669,THE EAGLE EYE,0.219312922,0.323990068,0.036435933
E84670,WASU MEDICAL CENTRE,0.313059939,0.3186041,0.022435914
E84674,CHICHELE ROAD SURGERY,0.288009671,0.319452303,0.040212828
E84676,HEADSTONE LANE MEDICAL CENTRE,0.30969129,0.263010545,0.093120633
E84678,PRESTON MEDICAL CENTRE,0.535119285,0.236586562,0
E84680,HEADSTONE ROAD SURGERY,0.411102623,0.395315692,0.015230675
E84681,SAVITA MEDICAL CENTRE,0.393482693,0.234545009,0.038744788
E84684,THE TUDOR HOUSE MEDICAL CENTRE,0.591536754,0.216339571,0.005985986
E84685,SUDBURY SURGERY,0.349173738,0.474326975,0.01823033
E84690,CREST MEDICAL CENTRE,0.481762807,0.352397091,0.007117893
E84693,ST. PETER'S MEDICAL CENTRE,0.650633258,0.204484393,0
E84696,PEEL PRECINCT SURGERY,0.52103061,0.238991754,0
E84699,KINGS EDGE MEDICAL CENTRE,0.246714063,0.272468625,0.022009431
E84701,PEARL MEDICAL PRACTICE,0.319937329,0.412683599,0.027834806
E84702,WILLESDEN GREEN SURGERY,0.536316654,0.251107559,0.040789111
E84704,ST.GEORGES MEDICAL CENTRE,0.463574705,0.361329446,-98
E84705,CHAMBERLAYNE RD SURGERY,0.260420823,0.155974985,0.012867776
E84706,FRYENT MEDICAL CENTRE,0.348209416,0.29706429,0.012018162
E84708,THE VILLAGE MEDICAL CENTRE,0.23782854,0.142662198,0.061116441
E84709,WEMBLEY PARK DRIVE MEDICAL CENTRE,0.401770205,0.343692425,0.040471919
E84713,THE ENTERPRISE PRACTICE,0.514342225,0.318942819,0.007507579
E85001,THORNBURY ROAD CENTRE FOR HEALTH,0.536749352,0.26173864,0
E85003,NORTH END MEDICAL CENTRE,0.504177588,0.288288553,0.0689281
E85004,ALBANY PRACTICE,0.415974106,0.246064893,0.028949841
E85005, THE SURGERY,0.754330509,0.327422347,0.091332894
E85006,WATERSIDE MEDICAL CENTRE,0.473860548,0.287507589,0.030855672
E85007,ST.MARGARETS PRACTICE,0.531443396,0.315019059,0
E85008, THE SURGERY,0.961977747,0.700976342,0
E85012,KS MEDICAL CENTRE,0.284570803,0.28516336,0.024602496
E85013,HANWELL HEALTH CENTRE (STEWART),0.436956519,0.351277187,0.015011502
E85014,NORTHFIELDS SURGERY,0.414058551,0.371193228,0.037688034
E85015,HOUNSLOW MEDICAL CENTRE,0.395888964,0.273825425,0.010100351
E85016,RICHFORD GATE MEDICAL CENTRE,0.476798933,0.358633524,-98
E85018,DR SOOD'S PRACTICE,0.381835956,0.306316437,0.051881612
E85019,CROWN STREET SURGERY,0.489669683,0.276468347,0.050934708
E85020,BROOK GREEN MEDICAL CENTRE,0.631210492,0.251965092,0
E85021,YEADING MEDICAL CENTRE,0.330543215,0.334837873,0.023055352
E85023,LADY MARGARET ROAD (MIKHAIL),0.369931256,0.296040921,0.024514347
E85024,CARLTON SURGERY,0.352566959,0.414652736,0.022123049
E85025,CASSIDY ROAD MEDICAL CENTRE,0.402904031,0.41479344,0.0118206
E85026,GORDON HOUSE SURGERY,0.404545768,0.401915015,0.012640146
E85028,HILLCREST SURGERY,0.379562162,0.358214717,0.00704515
E85029, THE MEDICAL CENTRE,0.820869598,0.412152922,0.005448527
E85030,CHISWICK HEALTH PRACTICE,0.440287999,0.30632563,0.030243578
E85032,ASHCHURCH SURGERY,0.389360239,0.287523476,0.025053722
E85033,HAMMERSMITH SURGERY,0.482849027,0.302968451,0.023616915
E85034,GROSVENOR HOUSE SURGERY,0.377296357,0.328735989,0.053085105
E85035,MOUNT MEDICAL CENTRE,0.406238108,0.271410625,0.054277795
E85038, THE SURGERY,0.880921458,0.470111848,0.010130283
E85040,WEST4 GPS,0.503167554,0.262352369,-98
E85041,HANWELL HEALTH CENTRE (NAISH),0.531085408,0.282467202,0
E85042,THE NEW SURGERY,0.497568012,0.330949315,0
E85044,THE 303 BATH ROAD SURGERY,0.177865626,0.271946483,0.061070506
E85045,TWICKENHAM PARK MEDICAL CENTRE,0.413648132,0.255530582,0.028752174
E85046,EASTMEAD AVENUE SURGERY,0.501419789,0.291778215,0.026189382
E85048,DR DANDAPAT & PARTNERS,0.508994185,0.19370478,0.016062207
E85049,BELMONT MEDICAL CLINIC,0.373114716,0.255761617,0.025345444
E85050,GREENFORD ROAD MED.CTR.,0.469232574,0.388529438,0.018249992
E85051,GREENFORD AVENUE FHP,0.287390729,0.333056238,0.077902491
E85052,CRANFORD MEDICAL CENTRE,0.333177217,0.299975645,0.029455027
E85053,THE MEDICAL CENTRE,0.380859728,0.337144983,0.039113669
E85054,HILLVIEW SURGERY,0.295319452,0.328821028,0.051029234
E85055,THE BUSH DOCTORS,0.496293878,0.300358444,-98
E85056,ST DAVIDS PRACTICE,0.451692639,0.329715494,0.027507704
E85057,QUEENS WALK PRACTICE,0.495455844,0.346828698,0.045547558
E85058,BLUE WING FAMILY DOCTOR UNIT,0.440541762,0.295254246,0.023099904
E85059,CHESTNUT PRACTICE,0.480392258,0.247834984,0.04946056
E85060,KINGFISHER PRACTICE,0.651632063,0.337794607,0
E85061,NORWOOD ROAD SURGERY,0.320339755,0.2854586,0.07407838
E85062,FIRST CARE PRACTICE,0.376885368,0.173419403,0.041579902
E85064,WEST END SURGERY,0.67463586,0.185213391,0.012625878
E85066,THE BEDFORD PARK SURGERY,0.368569902,0.303909133,0.025613501
E85069,OLDFIELD FAMILY PRACTICE,0.370679598,0.378508987,0.06070582
E85071,CLIFFORD HOUSE MEDICAL CENTRE,0.371551555,0.240736297,0.052216498
E85074,BROOK GREEN SURGERY,0.605064908,0.191828572,0.010492485
E85075,SOUTHFIELD MEDICAL CENTRE (WEBER),0.290643792,0.430180679,0.017090311
E85077,SHEPHERDS BUSH MEDICAL CENTRE,0.339707924,0.196949836,0.055725359
E85083,JUBILEE GARDENS MEDICAL CENTRE,0.461071667,0.197421567,0.039330571
E85088,ELMBANK SURGERY,0.470781994,0.282024552,0.009058281
E85090,HAMMOND ROAD SURGERY,0.271362885,0.335921388,0.039033832
E85091,BRUNSWICK ROAD MED.CTR.,0.223856718,0.192089822,0.034980063
E85096,MEDICAL CENTRE,0.385756704,0.366979463,0.024390101
E85098,ISLIP MANOR MEDICAL CENTRE,0.42790794,0.279387731,0.007673659
E85099,THE AVENUE SURGERY,0.441058274,0.329959046,0.010367909
E85103,LADY MARGARET ROAD SURGERY (ALZARRAD),0.14131062,0.228281843,0.073281187
E85105,ALLENBY CLINIC,0.506905187,0.291155714,0.028277567
E85107,THE MILL HILL SURGERY,0.56472135,0.344154945,0
E85108,MANDEVILLE MEDICAL CENTRE,0.530685771,0.252920585,0.04093985
E85109,THE ACTON HEALTH CENTRE,0.370763231,0.284854842,0.015357306
E85110, THE SURGERY,0.834847113,0.508065345,0.057473431
E85111,PERIVALE MEDICAL CLINIC,0.382675831,0.357988864,0.021420091
E85112,ELMTREES SURGERY,0.158044384,0.304204148,0.011690527
E85113,REDWOOD PRACTICE,0.568590939,0.271328736,0.008869243
E85114,CROSSLANDS SURGERY,0.608797621,0.257742179,0.032843482
E85115,PENTELOW PRACTICE,0.639383881,0.186235693,0.013216832
E85116,CUCKOO LANE HEALTH CENTRE,0.541130561,0.165746154,0.035595182
E85117,COLE PARK SURGERY,0.243517414,0.290373223,0.044171379
E85118,THE FULHAM MEDICAL CENTRE,0.419871261,0.299629861,0.014551268
E85119,THE MWH PRACTICE,0.236326019,0.30525311,0.023109048
E85120,THE ARGYLE SURGERY,0.596962909,0.301261452,0.022819276
E85121,GURU NANAK MEDICAL CENTRE,0.33290843,0.332032071,0.04340865
E85122,THE FLORENCE ROAD SURGERY,0.558235486,0.309880914,0.018490882
E85123,THE CORFTON ROAD SURGERY,0.424177157,0.366717882,0.044470532
E85124,LILLIE ROAD HEALTH CENTRE,0.480951053,0.248046253,0.040527812
E85125,STERNDALE SURGERY,0.505207722,0.225412886,0
E85126,GREEN PRACTICE,0.326054167,0.346548679,0.05461204
E85127,THE BARNABAS MEDICAL CTRE,0.530728718,0.296021938,0.023307365
E85128,SANDS END HEALTH CLINIC,0.636231424,0.267719948,0.007450458
E85129,THE MANSELL ROAD PRACTICE,0.397092457,0.369255655,0.010256053
E85130,SOUTHFIELD MEDICAL CENTRE (BHATT),0.421276771,0.325227717,0.045970443
E85600,WILLOW PRACTICE,0.516922082,0.382031628,-98
E85605,BRENTFORD GROUP PRACTICE,0.465306395,0.300733414,0
E85617,ACTON TOWN MEDICAL CENTRE,0.401561634,0.200125776,0.024458097
E85623,THE SOMERSET ROAD SURGERY,0.375648286,0.200518699,0.042853645
E85624,DR UPPAL & PARTNERS,0.31989326,0.217446339,0.058648986
E85625,CHISWICK FAMILY DRS PRACTICE,0.494796345,0.256490909,0.019458896
E85628,ELTHORNE PARK SURGERY,0.434122799,0.384236964,0.005972734
E85630,WESTERN AVENUE SURGERY,0.320172085,0.278812019,0.038256062
E85633,THE SOUTHALL MEDICAL CTR.,0.203595067,0.160631185,0.042749114
E85635,THE VALE SURGERY,0.610761377,0.28230379,0
E85636,PARK MEDICAL CENTRE,0.532789382,0.330173728,0.012203408
E85640,THE CHURCHFIELD ROAD SURGERY,0.4503872,0.296167489,0.005540883
E85643,MEADOW VIEW,0.468347837,0.234975481,0.060294357
E85649,FULHAM CROSS MEDICAL CENTRE,0.522410316,0.350151707,0.00626583
E85656,SUNRISE MEDICAL CENTRE,0.337826277,0.237391751,0.011516598
E85657,EALING PARK HEALTH CENTRE,0.389322113,0.384779041,0.030158796
E85658,HOLLY ROAD MEDICAL CENTRE,0.526824002,0.241914893,0.024356881
E85659,DR MIRZA'S PRACTICE,0.372860545,0.300882053,0.007313738
E85663,THE SALUJA CLINIC,0.21088434,0.275404132,0.051819276
E85671,THE COLDERSHAW ROAD SURGERY,0.586083096,0.121930224,0.133453
E85672,SALISBURY SURGERY,0.419200545,0.380564846,0
E85673,THE OLD OAK SURGERY,0.266394609,0.162417614,0.007430024
E85677,THE HORN LANE SURGERY,0.320309655,0.187594123,0.057704549
E85680,THE EASTFIELDS ROAD SURGERY,0.428943744,0.454716129,0.008719799
E85681,JERSEY PRACTICE,0.348440717,0.288576635,0.026850453
E85682,DORMERS WELLS MEDICAL CENTRE,0.381033009,0.282240034,0.040905713
E85683,GLEBE STREET SURGERY,0.540484251,0.226457246,0.024605863
E85685,THE LILYVILLE SURGERY,0.491904227,0.380479782,0.016534066
E85686,GROVE MEDICAL CENTRE,0.242837408,0.349062157,0.01694094
E85687,ACTON LANE MEDICAL CENTRE,0.292534105,0.326703883,0
E85692,WELLESLEY ROAD PRACTICE,0.539730491,0.324131853,0.016004776
E85693,GROVE PARK SURGERY,0.655396421,0.223074429,0
E85694,THE BOILEAU ROAD SURGERY,0.430277788,0.326077414,0.098150124
E85696,CLIFFORD ROAD SURGERY,0.46058306,0.150235369,0.019046729
E85697,GREENBROOK BEDFONT,0.222320175,0.346893651,0.035860289
E85699,GROVE VILLAGE MEDICAL CENTRE,0.303095007,0.278963397,0.027385359
E85700,MANOR HOUSE PRACTICE,0.401473923,0.38259477,0.015857236
E85705,THE BURLINGTON GARDENS SURGERY,0.47848158,0.370905511,0.030764272
E85707,SKYWAYS MEDICAL CENTRE,0.377338281,0.344237161,0.02491739
E85708,GILL MEDICAL PRACTICE,0.456455029,0.437383228,0.023740817
E85712,GOODCARE PRACTICE,0.326313396,0.357580241,0.040781008
E85713,HOUNSLOW FAMILY PRACTICE,0.351700746,0.29942078,0.021306425
E85714,THE PITSHANGER LANE SURGERY,0.453939043,0.252779945,0.038399675
E85715,BROADMEAD SURGERY,0.425950001,0.323438394,0.044396851
E85716,BATH ROAD SURGERY,0.348293453,0.301194226,0.060478342
E85717,THE WESTERN ROAD SURGERY,0.374858085,0.248035354,0.086814158
E85718,HATTON MEDICAL PRACTICE,0.249536904,0.330060419,0.023414432
E85719,ASHVILLE SURGERY,0.606737711,0.284467151,0
E85721,THE TOWN SURGERY,0.411406205,0.26083538,0.059301847
E85723,THE RUISLIP ROAD SURGERY (ALI),0.277123475,0.229791005,0.063858086
E85724,HIBERNIA HOUSE SURGERY,0.361328507,0.341344893,0.016514258
E85725,THE GROVE MEDICAL PRACTICE,0.542534599,0.284814917,0.060922024
E85726,DR KK GYI'S PRACTICE,0.328147907,0.326223453,0.01159298
E85727,GREENBROOK CHINCHILLA,0.328268475,0.200858469,0.037194737
E85728,RIBCHESTER MEDICAL CENTRE,0.405763465,0.388835656,0.006035156
E85731,THE FAMILY HEALTH PRACTICE,0.426110353,0.357264194,0.035511403
E85732,GREENBROOK MANOR,0.329417721,0.369916448,0.008123951
E85733,THE NORTHCOTE AVENUE PRACTICE,0.398960221,0.274660822,0.027752231
E85734,QUEENS PARK MEDICAL PRACTICE,0.226169199,0.34704578,0.023457907
E85735,BRENTFORD FAMILY PRACTICE,0.564160609,0.3269652,0.014043328
E85736,LITTLE PARK SURGERY,0.348138169,0.304931248,0.038482425
E85739,GREENBROOK HESTON,0.145605108,0.346722727,0.043661962
E85740,THE LYNWOOD SURGERY,0.245689518,0.269595682,0.039794347
E85743,ST.GEORGES MEDICAL CTR.,0.579750804,0.190385979,0.043109763
E85744,GREENBROOK ISLEWORTH,0.303167892,0.39514106,0.02479045
E85745,JUBILEE GARDENS MEDICAL CENTRE,0.2386058,0.152843783,0.026155555
E85746,GROVE PARK TERRACE SURGERY,0.56904399,0.292306212,0.013348222
